Registration_Number,Registration_Date,Registration_Year,State,RTO_Office,Vehicle_Category,Vehicle_Sub_Type,Manufacturer_Brand,Fuel_Type,Emission_Norm,Engine_CC,Seating_Capacity,Vehicle_Age_Years,CFAR_Category_Adoption_Rate_%,FMI_Fleet_Modernization_Index_%,Is_Transitional_BS4_2020
TN-58-TP-8737,2023-12-08,2023,Tamil Nadu,Madurai (TN-58),4W,MUV,Tata Motors,CNG,BS6,1968.0,7,1,26.26,91.92,0
GJ-01-UP-8754,2020-09-16,2020,Gujarat,Ahmedabad (GJ-01),2W,Motorcycle,Bajaj,Petrol,BS6,100.0,2,4,41.43,92.86,0
WB-01-VP-8771,2022-06-23,2022,West Bengal,Kolkata (WB-01),2W,Motorcycle,Hero,Petrol,BS6,110.0,2,2,39.16,92.31,0
TN-01-WP-8788,2023-07-04,2023,Tamil Nadu,Chennai Central (TN-01),2W,Motorcycle,Hero,Petrol,BS6,160.0,2,1,44.68,95.74,0
RJ-20-XP-8805,2022-12-23,2022,Rajasthan,Kota (RJ-20),2W,Scooter,Ather,EV,Not Applicable,0.0,2,2,48.41,92.86,0
MH-31-YP-8822,2023-02-20,2023,Maharashtra,Nagpur (MH-31),2W,Motorcycle,KTM,Petrol,BS6,200.0,2,1,50.93,95.37,0
TN-30-ZP-8839,2020-04-27,2020,Tamil Nadu,Salem (TN-30),4W,MUV,Kia,Petrol,BS6,1968.0,5,4,26.26,91.92,0
WB-39-AQ-8856,2022-04-14,2022,West Bengal,Asansol (WB-39),LCV,Pickup Van,Ashok Leyland,EV,Not Applicable,0.0,2,2,39.13,86.96,0
RJ-01-BQ-8873,2022-10-01,2022,Rajasthan,Ajmer (RJ-01),HCV,Bus,Ashok Leyland,Diesel,BS6,3760.0,45,2,6.67,86.67,0
MH-01-CQ-8890,2020-07-24,2020,Maharashtra,Mumbai Central (MH-01),LCV,Pickup Van,Force Motors,CNG,BS6,3298.0,2,4,22.58,90.32,0
GJ-18-DQ-8907,2023-02-18,2023,Gujarat,Gandhinagar (GJ-18),2W,Scooter,Honda,EV,Not Applicable,0.0,2,1,41.43,92.86,0
MH-01-EQ-8924,2023-11-13,2023,Maharashtra,Mumbai Central (MH-01),4W,SUV,Skoda,Diesel,BS6,1197.0,7,1,28.89,91.11,0
KA-22-FQ-8941,2022-06-30,2022,Karnataka,Belgaum (KA-22),2W,Scooter,Ather,EV,Not Applicable,0.0,2,2,49.39,91.46,0
DL-02-GQ-8958,2022-09-02,2022,Delhi,Delhi East (DL-02),4W,MUV,Maruti Suzuki,Petrol,BS6,1598.0,7,2,22.58,88.17,0
CH-01-HQ-8975,2023-08-08,2023,Chandigarh,Chandigarh (CH-01),2W,Moped,Yamaha,Petrol,BS6,94.0,2,1,40.62,90.62,0
PB-08-IQ-8992,2024-06-20,2024,Punjab,Jalandhar (PB-08),2W,Moped,TVS,Petrol,BS6,87.7,2,0,41.51,90.57,0
GJ-01-JQ-9009,2022-05-02,2022,Gujarat,Ahmedabad (GJ-01),OTH,Tractor,TAFE,Diesel,BS6,4998.0,2,2,0.0,100.0,0
TN-30-KQ-9026,2024-12-20,2024,Tamil Nadu,Salem (TN-30),2W,Scooter,Honda,EV,Not Applicable,0.0,2,0,44.68,95.74,0
TN-58-LQ-9043,2023-08-11,2023,Tamil Nadu,Madurai (TN-58),4W,MUV,MG,Petrol,BS6,2179.0,7,1,26.26,91.92,0
TN-58-MQ-9060,2023-06-05,2023,Tamil Nadu,Madurai (TN-58),2W,Motorcycle,Royal Enfield,Petrol,BS6,99.0,2,1,44.68,95.74,0
WB-39-NQ-9077,2022-07-27,2022,West Bengal,Asansol (WB-39),3W,Tempo,Mahindra,Diesel,BS6,250.0,4,2,85.0,100.0,0
TS-09-OQ-9094,2023-05-19,2023,Telangana,Hyderabad (TS-09),LCV,Light Bus,Eicher,Diesel,BS6,2523.0,15,1,0.0,84.62,0
GJ-05-PQ-9111,2023-01-26,2023,Gujarat,Surat (GJ-05),2W,Scooter,Suzuki,Petrol,BS6,104.6,2,1,41.43,92.86,0
GJ-01-QQ-9128,2020-03-06,2020,Gujarat,Ahmedabad (GJ-01),4W,MUV,Toyota,Diesel,BS4,1498.0,7,4,35.37,95.12,1
UP-65-RQ-9145,2021-01-18,2021,Uttar Pradesh,Varanasi (UP-65),4W,Sedan,Tata Motors,Diesel,BS6,1462.0,5,3,19.75,88.89,0
PB-10-SQ-9162,2024-12-13,2024,Punjab,Ludhiana (PB-10),2W,Motorcycle,Royal Enfield,EV,Not Applicable,0.0,2,0,41.51,90.57,0
TN-30-TQ-9179,2022-07-22,2022,Tamil Nadu,Salem (TN-30),2W,Scooter,Honda,Petrol,BS6,101.1,2,2,44.68,95.74,0
KA-25-UQ-9196,2024-01-06,2024,Karnataka,Hubli (KA-25),3W,E-Rickshaw,Mahindra,EV,Not Applicable,0.0,4,0,68.42,94.74,0
GJ-05-VQ-9213,2022-05-20,2022,Gujarat,Surat (GJ-05),HCV,Bus,Ashok Leyland,Diesel,BS6,6700.0,32,2,0.0,100.0,0
TN-37-WQ-9230,2021-12-22,2021,Tamil Nadu,Coimbatore (TN-37),4W,Sedan,Toyota,CNG,BS6,2179.0,5,3,26.26,91.92,0
KA-25-XQ-9247,2020-03-24,2020,Karnataka,Hubli (KA-25),2W,Scooter,Hero,Petrol,BS4,105.6,2,4,49.39,91.46,1
WB-13-YQ-9264,2020-10-15,2020,West Bengal,Howrah (WB-13),2W,Motorcycle,Hero,Petrol,BS6,100.0,2,4,39.16,92.31,0
CH-01-ZQ-9281,2024-02-05,2024,Chandigarh,Chandigarh (CH-01),4W,Hatchback,Honda,Petrol,BS6,1498.0,5,0,12.5,83.33,0
TN-30-AR-9298,2021-12-04,2021,Tamil Nadu,Salem (TN-30),3W,Auto Rickshaw,Kinetic Green,EV,Not Applicable,0.0,4,3,82.14,96.43,0
GJ-05-BR-9315,2022-12-28,2022,Gujarat,Surat (GJ-05),4W,Hatchback,Honda,CNG,BS6,800.0,5,2,35.37,95.12,0
WB-40-CR-9332,2023-04-29,2023,West Bengal,Durgapur (WB-40),4W,SUV,Skoda,Petrol,BS6,1968.0,5,1,23.66,84.95,0
GJ-06-DR-9349,2023-06-27,2023,Gujarat,Vadodara (GJ-06),LCV,Light Bus,Eicher,Diesel,BS6,2956.0,15,1,53.33,73.33,0
WB-39-ER-9366,2020-02-20,2020,West Bengal,Asansol (WB-39),4W,SUV,MG,Petrol,BS4,1462.0,7,4,23.66,84.95,1
MH-15-FR-9383,2024-04-16,2024,Maharashtra,Nashik (MH-15),2W,Scooter,Bajaj,EV,Not Applicable,0.0,2,0,50.93,95.37,0
TN-37-GR-9400,2021-05-10,2021,Tamil Nadu,Coimbatore (TN-37),2W,Motorcycle,TVS,Petrol,BS6,100.0,2,3,44.68,95.74,0
MP-13-HR-9417,2020-06-27,2020,Madhya Pradesh,Ujjain (MP-13),4W,SUV,MG,Petrol,BS6,800.0,5,4,28.28,85.86,0
KA-19-IR-9434,2019-09-07,2019,Karnataka,Mangalore (KA-19),2W,Motorcycle,TVS,Petrol,BS4,110.0,2,5,49.39,91.46,0
RJ-20-JR-9451,2024-11-20,2024,Rajasthan,Kota (RJ-20),2W,Scooter,Hero,EV,Not Applicable,0.0,2,0,48.41,92.86,0
GJ-05-KR-9468,2021-02-10,2021,Gujarat,Surat (GJ-05),2W,Motorcycle,Royal Enfield,Petrol,BS6,113.1,2,3,41.43,92.86,0
PB-10-LR-9485,2021-01-19,2021,Punjab,Ludhiana (PB-10),2W,Scooter,Honda,Petrol,BS6,112.8,2,3,41.51,90.57,0
TS-09-MR-9502,2021-04-26,2021,Telangana,Hyderabad (TS-09),4W,Sedan,Toyota,Petrol,BS6,1498.0,5,3,25.47,92.45,0
KA-22-NR-9519,2023-06-10,2023,Karnataka,Belgaum (KA-22),4W,SUV,Hyundai,Diesel,BS6,1598.0,7,1,25.89,89.29,0
KA-19-OR-9536,2023-05-23,2023,Karnataka,Mangalore (KA-19),2W,Motorcycle,TVS,EV,Not Applicable,0.0,2,1,49.39,91.46,0
DL-01-PR-9553,2021-12-10,2021,Delhi,Delhi Central (DL-01),LCV,Pickup Van,Tata Motors,EV,Not Applicable,0.0,2,3,30.77,92.31,0
UP-78-QR-9570,2022-06-10,2022,Uttar Pradesh,Kanpur (UP-78),2W,Motorcycle,Hero,EV,Not Applicable,0.0,2,2,47.06,91.91,0
GJ-05-RR-9587,2021-12-08,2021,Gujarat,Surat (GJ-05),2W,Scooter,Ather,EV,Not Applicable,0.0,2,3,41.43,92.86,0
PB-08-SR-9604,2023-08-05,2023,Punjab,Jalandhar (PB-08),3W,Auto Rickshaw,TVS,CNG,BS6,200.0,4,1,76.0,92.0,0
MH-20-TR-9621,2023-02-20,2023,Maharashtra,Aurangabad (MH-20),2W,Motorcycle,Honda,Petrol,BS6,100.0,2,1,50.93,95.37,0
KL-07-UR-9638,2022-10-03,2022,Kerala,Kochi (KL-07),4W,MUV,Renault,Diesel,BS6,1462.0,5,2,24.55,90.0,0
GJ-03-VR-9655,2022-09-19,2022,Gujarat,Rajkot (GJ-03),4W,MUV,Mahindra,CNG,BS6,2179.0,7,2,35.37,95.12,0
KA-22-WR-9672,2018-11-19,2018,Karnataka,Belgaum (KA-22),4W,SUV,Honda,CNG,BS4,800.0,7,6,25.89,89.29,0
RJ-27-XR-9689,2020-01-07,2020,Rajasthan,Udaipur (RJ-27),4W,Sedan,Honda,Diesel,BS4,2179.0,5,4,26.0,89.0,1
KL-08-YR-9706,2023-08-18,2023,Kerala,Thrissur (KL-08),2W,Scooter,Ather,EV,Not Applicable,0.0,2,1,44.63,96.69,0
MP-09-ZR-9723,2018-04-25,2018,Madhya Pradesh,Indore (MP-09),3W,E-Rickshaw,Mahindra,EV,Not Applicable,0.0,4,6,79.31,89.66,0
DL-01-AS-9740,2022-10-19,2022,Delhi,Delhi Central (DL-01),4W,MUV,Renault,Hybrid,BS6,1598.0,5,2,22.58,88.17,0
MP-07-BS-9757,2022-02-10,2022,Madhya Pradesh,Gwalior (MP-07),2W,Scooter,Ola Electric,EV,Not Applicable,0.0,2,2,40.43,85.11,0
UP-65-CS-9774,2022-08-02,2022,Uttar Pradesh,Varanasi (UP-65),2W,Motorcycle,Suzuki,Petrol,BS6,350.0,2,2,47.06,91.91,0
RJ-14-DS-9791,2019-07-01,2019,Rajasthan,Jaipur (RJ-14),LCV,Pickup Van,Force Motors,Diesel,BS4,2956.0,2,5,40.91,72.73,0
RJ-01-ES-9808,2020-02-15,2020,Rajasthan,Ajmer (RJ-01),4W,MUV,Mahindra,Petrol,BS4,1462.0,5,4,26.0,89.0,1
MP-20-FS-9825,2018-09-28,2018,Madhya Pradesh,Jabalpur (MP-20),2W,Motorcycle,Hero,Petrol,BS4,200.0,2,6,40.43,85.11,0
UP-80-GS-9842,2022-09-05,2022,Uttar Pradesh,Agra (UP-80),4W,SUV,Mahindra,Hybrid,BS6,1462.0,5,2,19.75,88.89,0
MP-09-HS-9859,2019-08-01,2019,Madhya Pradesh,Indore (MP-09),2W,Scooter,Ather,EV,Not Applicable,0.0,2,5,40.43,85.11,0
RJ-20-IS-9876,2020-01-30,2020,Rajasthan,Kota (RJ-20),4W,Sedan,Maruti Suzuki,Petrol,BS4,1197.0,5,4,26.0,89.0,1
GJ-06-JS-9893,2021-09-17,2021,Gujarat,Vadodara (GJ-06),2W,Moped,Hero,Petrol,BS6,100.0,2,3,41.43,92.86,0
MP-13-KS-9910,2021-05-03,2021,Madhya Pradesh,Ujjain (MP-13),4W,Sedan,Skoda,Diesel,BS6,1462.0,5,3,28.28,85.86,0
TN-58-LS-9927,2020-05-25,2020,Tamil Nadu,Madurai (TN-58),2W,Scooter,Bajaj,Petrol,BS6,150.0,2,4,44.68,95.74,0
TS-03-MS-9944,2022-04-25,2022,Telangana,Warangal (TS-03),4W,Hatchback,Maruti Suzuki,Petrol,BS6,1598.0,5,2,25.47,92.45,0
PB-02-NS-9961,2023-05-23,2023,Punjab,Amritsar (PB-02),4W,Sedan,Maruti Suzuki,Diesel,BS6,1000.0,5,1,28.17,87.32,0
PB-11-OS-9978,2021-03-20,2021,Punjab,Patiala (PB-11),HCV,Tanker,Volvo,Diesel,BS6,4998.0,2,3,0.0,68.0,0
WB-13-PS-9995,2022-03-21,2022,West Bengal,Howrah (WB-13),2W,Scooter,Ola Electric,EV,Not Applicable,0.0,2,2,39.16,92.31,0
RJ-27-QS-1012,2018-05-28,2018,Rajasthan,Udaipur (RJ-27),2W,Motorcycle,TVS,Petrol,BS4,100.0,2,6,48.41,92.86,0
RJ-27-RS-1029,2021-07-08,2021,Rajasthan,Udaipur (RJ-27),4W,SUV,Hyundai,Petrol,BS6,1462.0,5,3,26.0,89.0,0
GJ-01-SS-1046,2021-07-26,2021,Gujarat,Ahmedabad (GJ-01),HCV,Bus,Eicher,Diesel,BS6,6700.0,32,3,0.0,100.0,0
KL-02-TS-1063,2019-10-11,2019,Kerala,Kollam (KL-02),4W,SUV,Mahindra,CNG,BS4,1498.0,5,5,24.55,90.0,0
WB-39-US-1080,2021-03-13,2021,West Bengal,Asansol (WB-39),2W,Scooter,Suzuki,Petrol,BS6,105.0,2,3,39.16,92.31,0
UP-70-VS-1097,2021-03-16,2021,Uttar Pradesh,Allahabad (UP-70),2W,Motorcycle,Royal Enfield,Petrol,BS6,94.0,2,3,47.06,91.91,0
GJ-18-WS-1114,2020-05-05,2020,Gujarat,Gandhinagar (GJ-18),2W,Scooter,Ather,EV,Not Applicable,0.0,2,4,41.43,92.86,0
DL-04-XS-1131,2024-09-30,2024,Delhi,Delhi North (DL-04),2W,Scooter,Hero,Petrol,BS6,100.0,2,0,39.39,90.3,0
KL-07-YS-1148,2024-11-05,2024,Kerala,Kochi (KL-07),2W,Scooter,Ola Electric,EV,Not Applicable,0.0,2,0,44.63,96.69,0
MP-13-ZS-1165,2021-09-14,2021,Madhya Pradesh,Ujjain (MP-13),2W,Scooter,Honda,Petrol,BS6,160.0,2,3,40.43,85.11,0
KL-01-AT-1182,2023-12-04,2023,Kerala,Thiruvananthapuram (KL-01),LCV,Light Bus,Eicher,Diesel,BS6,2956.0,12,1,32.35,94.12,0
KL-08-BT-1199,2019-04-23,2019,Kerala,Thrissur (KL-08),2W,Moped,Bajaj,Petrol,BS4,86.4,2,5,44.63,96.69,0
KA-25-CT-1216,2019-11-21,2019,Karnataka,Hubli (KA-25),2W,Scooter,Ather,EV,Not Applicable,0.0,2,5,49.39,91.46,0
GJ-01-DT-1233,2023-06-12,2023,Gujarat,Ahmedabad (GJ-01),HCV,Trailer,Tata Motors,Diesel,BS6,3760.0,2,1,0.0,100.0,0
CH-01-ET-1250,2021-10-21,2021,Chandigarh,Chandigarh (CH-01),2W,Scooter,Hero,EV,Not Applicable,0.0,2,3,40.62,90.62,0
MH-15-FT-1267,2022-02-05,2022,Maharashtra,Nashik (MH-15),3W,E-Rickshaw,Kinetic Green,EV,Not Applicable,0.0,4,2,87.5,87.5,0
KA-25-GT-1284,2021-03-20,2021,Karnataka,Hubli (KA-25),4W,SUV,Honda,Petrol,BS6,2179.0,7,3,25.89,89.29,0
MP-20-HT-1301,2021-04-20,2021,Madhya Pradesh,Jabalpur (MP-20),4W,SUV,MG,Hybrid,BS6,2179.0,5,3,28.28,85.86,0
GJ-18-IT-1318,2024-11-07,2024,Gujarat,Gandhinagar (GJ-18),4W,MUV,Maruti Suzuki,CNG,BS6,1000.0,7,0,35.37,95.12,0
UP-70-JT-1335,2019-01-09,2019,Uttar Pradesh,Allahabad (UP-70),2W,Motorcycle,Suzuki,Petrol,BS4,150.0,2,5,47.06,91.91,0
TN-30-KT-1352,2024-11-26,2024,Tamil Nadu,Salem (TN-30),4W,MUV,Toyota,Petrol,BS6,1462.0,5,0,26.26,91.92,0
RJ-27-LT-1369,2023-02-11,2023,Rajasthan,Udaipur (RJ-27),HCV,Tanker,Ashok Leyland,Diesel,BS6,3760.0,2,1,6.67,86.67,0
PB-08-MT-1386,2020-07-21,2020,Punjab,Jalandhar (PB-08),4W,SUV,Honda,Petrol,BS6,800.0,7,4,28.17,87.32,0
GJ-01-NT-1403,2021-06-03,2021,Gujarat,Ahmedabad (GJ-01),2W,Motorcycle,Royal Enfield,EV,Not Applicable,0.0,2,3,41.43,92.86,0
UP-70-OT-1420,2022-01-07,2022,Uttar Pradesh,Allahabad (UP-70),4W,SUV,Renault,Petrol,BS6,1462.0,7,2,19.75,88.89,0
KA-01-PT-1437,2023-09-06,2023,Karnataka,Bangalore Central (KA-01),OTH,Tractor,Sonalika,Diesel,BS6,4998.0,2,1,0.0,87.5,0
RJ-01-QT-1454,2023-08-16,2023,Rajasthan,Ajmer (RJ-01),LCV,Light Bus,Mahindra,Diesel,BS6,2523.0,15,1,40.91,72.73,0
KA-19-RT-1471,2024-11-11,2024,Karnataka,Mangalore (KA-19),2W,Moped,Suzuki,Petrol,BS6,100.0,2,0,49.39,91.46,0
TN-01-ST-1488,2021-08-05,2021,Tamil Nadu,Chennai Central (TN-01),2W,Scooter,Honda,Petrol,BS6,99.8,2,3,44.68,95.74,0
GJ-05-TT-1505,2023-07-28,2023,Gujarat,Surat (GJ-05),2W,Scooter,Ather,EV,Not Applicable,0.0,2,1,41.43,92.86,0
RJ-19-UT-1522,2023-05-01,2023,Rajasthan,Jodhpur (RJ-19),2W,Motorcycle,KTM,Petrol,BS6,200.0,2,1,48.41,92.86,0
DL-01-VT-1539,2023-10-26,2023,Delhi,Delhi Central (DL-01),LCV,Mini Truck,Ashok Leyland,CNG,BS6,2956.0,2,1,30.77,92.31,0
MP-20-WT-1556,2019-11-11,2019,Madhya Pradesh,Jabalpur (MP-20),OTH,Tractor,Sonalika,Diesel,BS4,6700.0,2,5,0.0,75.0,0
DL-01-XT-1573,2023-03-21,2023,Delhi,Delhi Central (DL-01),OTH,Tractor,Escorts,Diesel,BS6,5660.0,2,1,0.0,100.0,0
WB-13-YT-1590,2023-07-12,2023,West Bengal,Howrah (WB-13),HCV,Bus,MAN,Diesel,BS6,5660.0,32,1,0.0,91.67,0
PB-10-ZT-1607,2022-05-14,2022,Punjab,Ludhiana (PB-10),LCV,Light Bus,Force Motors,CNG,BS6,2523.0,15,2,22.22,88.89,0
GJ-18-AU-1624,2021-08-09,2021,Gujarat,Gandhinagar (GJ-18),2W,Motorcycle,KTM,EV,Not Applicable,0.0,2,3,41.43,92.86,0
RJ-20-BU-1641,2023-11-08,2023,Rajasthan,Kota (RJ-20),4W,SUV,MG,Petrol,BS6,1197.0,5,1,26.0,89.0,0
KL-01-CU-1658,2023-10-13,2023,Kerala,Thiruvananthapuram (KL-01),2W,Scooter,Hero,Petrol,BS6,160.0,2,1,44.63,96.69,0
DL-08-DU-1675,2020-09-30,2020,Delhi,Delhi West (DL-08),4W,MUV,Kia,Diesel,BS6,2179.0,5,4,22.58,88.17,0
KA-25-EU-1692,2018-11-03,2018,Karnataka,Hubli (KA-25),4W,SUV,Toyota,Diesel,BS4,1462.0,7,6,25.89,89.29,0
MP-09-FU-1709,2024-10-25,2024,Madhya Pradesh,Indore (MP-09),3W,Auto Rickshaw,Kinetic Green,EV,Not Applicable,0.0,4,0,79.31,89.66,0
RJ-19-GU-1726,2023-07-19,2023,Rajasthan,Jodhpur (RJ-19),4W,Hatchback,Toyota,Petrol,BS6,800.0,5,1,26.0,89.0,0
MH-01-HU-1743,2023-02-07,2023,Maharashtra,Mumbai Central (MH-01),4W,Hatchback,Maruti Suzuki,Petrol,BS6,1968.0,5,1,28.89,91.11,0
PB-08-IU-1760,2023-09-21,2023,Punjab,Jalandhar (PB-08),2W,Motorcycle,Royal Enfield,Petrol,BS6,110.0,2,1,41.51,90.57,0
TN-01-JU-1777,2023-03-13,2023,Tamil Nadu,Chennai Central (TN-01),LCV,Mini Truck,Tata Motors,CNG,BS6,2956.0,2,1,40.0,92.0,0
GJ-03-KU-1794,2023-10-16,2023,Gujarat,Rajkot (GJ-03),LCV,Light Bus,Tata Motors,EV,Not Applicable,0.0,12,1,53.33,73.33,0
TN-37-LU-1811,2021-09-28,2021,Tamil Nadu,Coimbatore (TN-37),4W,Sedan,Hyundai,Petrol,BS6,1000.0,5,3,26.26,91.92,0
MP-20-MU-1828,2024-06-11,2024,Madhya Pradesh,Jabalpur (MP-20),HCV,Bus,MAN,Diesel,BS6,6700.0,32,0,4.76,85.71,0
PB-10-NU-1845,2019-01-11,2019,Punjab,Ludhiana (PB-10),2W,Scooter,Ather,EV,Not Applicable,0.0,2,5,41.51,90.57,0
DL-01-OU-1862,2022-11-23,2022,Delhi,Delhi Central (DL-01),3W,E-Rickshaw,TVS,EV,Not Applicable,0.0,4,2,89.47,94.74,0
TN-37-PU-1879,2020-04-06,2020,Tamil Nadu,Coimbatore (TN-37),2W,Motorcycle,Suzuki,EV,Not Applicable,0.0,2,4,44.68,95.74,0
MP-13-QU-1896,2021-03-17,2021,Madhya Pradesh,Ujjain (MP-13),4W,MUV,MG,Diesel,BS6,1462.0,5,3,28.28,85.86,0
KL-02-RU-1913,2023-03-18,2023,Kerala,Kollam (KL-02),4W,Sedan,Toyota,Petrol,BS6,1968.0,5,1,24.55,90.0,0
KA-09-SU-1930,2022-11-16,2022,Karnataka,Mysore (KA-09),2W,Moped,Bajaj,EV,Not Applicable,0.0,2,2,49.39,91.46,0
RJ-19-TU-1947,2021-05-13,2021,Rajasthan,Jodhpur (RJ-19),HCV,Trailer,Ashok Leyland,Diesel,BS6,5660.0,2,3,6.67,86.67,0
GJ-05-UU-1964,2022-02-08,2022,Gujarat,Surat (GJ-05),4W,MUV,Renault,Diesel,BS6,1498.0,7,2,35.37,95.12,0
DL-01-VU-1981,2022-10-15,2022,Delhi,Delhi Central (DL-01),2W,Motorcycle,Ola Electric,EV,Not Applicable,0.0,2,2,39.39,90.3,0
WB-01-WU-1998,2023-01-30,2023,West Bengal,Kolkata (WB-01),LCV,Pickup Van,Ashok Leyland,CNG,BS6,3298.0,2,1,39.13,86.96,0
TN-30-XU-2015,2022-03-19,2022,Tamil Nadu,Salem (TN-30),4W,Hatchback,Tata Motors,Diesel,BS6,800.0,5,2,26.26,91.92,0
UP-78-YU-2032,2024-07-22,2024,Uttar Pradesh,Kanpur (UP-78),3W,Auto Rickshaw,Mahindra,CNG,BS6,200.0,4,0,85.71,85.71,0
TN-37-ZU-2049,2023-11-15,2023,Tamil Nadu,Coimbatore (TN-37),2W,Scooter,Honda,EV,Not Applicable,0.0,2,1,44.68,95.74,0
RJ-01-AV-2066,2020-10-19,2020,Rajasthan,Ajmer (RJ-01),4W,MUV,MG,Hybrid,BS6,1462.0,7,4,26.0,89.0,0
WB-39-BV-2083,2024-05-10,2024,West Bengal,Asansol (WB-39),2W,Scooter,Honda,EV,Not Applicable,0.0,2,0,39.16,92.31,0
GJ-01-CV-2100,2024-01-08,2024,Gujarat,Ahmedabad (GJ-01),2W,Scooter,Bajaj,Petrol,BS6,150.0,2,0,41.43,92.86,0
KL-02-DV-2117,2022-02-23,2022,Kerala,Kollam (KL-02),2W,Scooter,Suzuki,EV,Not Applicable,0.0,2,2,44.63,96.69,0
TN-58-EV-2134,2020-01-08,2020,Tamil Nadu,Madurai (TN-58),HCV,Trailer,MAN,Diesel,BS4,5660.0,2,4,0.0,90.0,1
RJ-27-FV-2151,2023-03-27,2023,Rajasthan,Udaipur (RJ-27),HCV,Truck,MAN,Diesel,BS6,5660.0,2,1,6.67,86.67,0
TN-45-GV-2168,2024-09-24,2024,Tamil Nadu,Trichy (TN-45),3W,Auto Rickshaw,Bajaj,CNG,BS6,225.0,4,0,82.14,96.43,0
TN-30-HV-2185,2024-06-27,2024,Tamil Nadu,Salem (TN-30),2W,Scooter,Yamaha,Petrol,BS6,125.0,2,0,44.68,95.74,0
TN-01-IV-2202,2022-10-10,2022,Tamil Nadu,Chennai Central (TN-01),3W,Auto Rickshaw,Bajaj,EV,Not Applicable,0.0,4,2,82.14,96.43,0
TS-01-JV-2219,2023-09-08,2023,Telangana,Karimnagar (TS-01),2W,Scooter,Honda,EV,Not Applicable,0.0,2,1,40.8,92.8,0
KL-08-KV-2236,2019-06-17,2019,Kerala,Thrissur (KL-08),4W,Sedan,Honda,Diesel,BS4,1598.0,5,5,24.55,90.0,0
KA-01-LV-2253,2022-06-06,2022,Karnataka,Bangalore Central (KA-01),2W,Scooter,Honda,Petrol,BS6,118.3,2,2,49.39,91.46,0
GJ-05-MV-2270,2018-08-03,2018,Gujarat,Surat (GJ-05),2W,Motorcycle,Bajaj,Petrol,BS4,100.0,2,6,41.43,92.86,0
WB-13-NV-2287,2023-04-29,2023,West Bengal,Howrah (WB-13),2W,Scooter,Hero,Petrol,BS6,100.0,2,1,39.16,92.31,0
KL-07-OV-2304,2024-04-15,2024,Kerala,Kochi (KL-07),4W,SUV,Kia,Petrol,BS6,1000.0,5,0,24.55,90.0,0
PB-10-PV-2321,2019-12-30,2019,Punjab,Ludhiana (PB-10),LCV,Light Bus,Tata Motors,CNG,BS4,2956.0,15,5,22.22,88.89,0
KA-19-QV-2338,2023-12-13,2023,Karnataka,Mangalore (KA-19),LCV,Pickup Van,Eicher,Diesel,BS6,3298.0,2,1,26.92,88.46,0
DL-02-RV-2355,2024-01-10,2024,Delhi,Delhi East (DL-02),LCV,Pickup Van,Ashok Leyland,Diesel,BS6,2956.0,2,0,30.77,92.31,0
UP-65-SV-2372,2023-05-29,2023,Uttar Pradesh,Varanasi (UP-65),2W,Scooter,Hero,Petrol,BS6,200.0,2,1,47.06,91.91,0
TS-09-TV-2389,2021-10-25,2021,Telangana,Hyderabad (TS-09),2W,Scooter,Honda,EV,Not Applicable,0.0,2,3,40.8,92.8,0
KL-07-UV-2406,2019-01-04,2019,Kerala,Kochi (KL-07),3W,Tempo,Piaggio,CNG,BS4,250.0,4,5,84.38,93.75,0
MP-13-VV-2423,2024-02-20,2024,Madhya Pradesh,Ujjain (MP-13),HCV,Tanker,Eicher,Diesel,BS6,4998.0,2,0,4.76,85.71,0
RJ-19-WV-2440,2020-03-09,2020,Rajasthan,Jodhpur (RJ-19),4W,SUV,Tata Motors,EV,Not Applicable,0.0,5,4,26.0,89.0,0
RJ-01-XV-2457,2022-05-02,2022,Rajasthan,Ajmer (RJ-01),LCV,Mini Truck,Force Motors,CNG,BS6,3298.0,2,2,40.91,72.73,0
KL-01-YV-2474,2020-12-12,2020,Kerala,Thiruvananthapuram (KL-01),HCV,Trailer,BharatBenz,Diesel,BS6,4998.0,2,4,0.0,84.0,0
RJ-14-ZV-2491,2023-06-13,2023,Rajasthan,Jaipur (RJ-14),4W,Hatchback,Hyundai,Diesel,BS6,1498.0,5,1,26.0,89.0,0
TN-30-AW-2508,2020-04-23,2020,Tamil Nadu,Salem (TN-30),2W,Scooter,Ather,EV,Not Applicable,0.0,2,4,44.68,95.74,0
WB-40-BW-2525,2020-09-30,2020,West Bengal,Durgapur (WB-40),4W,SUV,Mahindra,Petrol,BS6,1498.0,5,4,23.66,84.95,0
KL-02-CW-2542,2023-03-09,2023,Kerala,Kollam (KL-02),3W,Tempo,Mahindra,CNG,BS6,225.0,4,1,84.38,93.75,0
DL-08-DW-2559,2021-07-06,2021,Delhi,Delhi West (DL-08),HCV,Trailer,MAN,Diesel,BS6,5648.9,2,3,0.0,68.75,0
MH-31-EW-2576,2022-09-12,2022,Maharashtra,Nagpur (MH-31),4W,SUV,Skoda,Diesel,BS6,1000.0,5,2,28.89,91.11,0
MP-09-FW-2593,2021-08-28,2021,Madhya Pradesh,Indore (MP-09),4W,Sedan,Maruti Suzuki,Petrol,BS6,1491.3,5,3,28.28,85.86,0
WB-40-GW-2610,2024-10-08,2024,West Bengal,Durgapur (WB-40),2W,Scooter,Honda,Petrol,BS6,87.6,2,0,39.16,92.31,0
